	Control_1	Control_2	Control_3	a_1	a_2	a_3	b_1	b_2	b_3
P1267	1.524025457	1.148526886	1.33096848	1.753784802	1.231559503	1.786886758	2.23657442	2.194320149	2.154817352
P1268	0.137756563	0.050091161	0.059929262	0.067156783	0.032301243	0.055239764	0.087509349	0.109016707	0.050167443
P1269	9.654733492	9.57986524	8.320607511	7.809615243	10.25008881	9.331427518	8.807030666	8.162030895	7.807459871
P1270	0.646937152	2.130373894	2.265681889	1.822095857	0.539452931	0.624852453	0.540875093	1.862950554	1.918684322
P1271	2.34884646	2.89866561	2.64620826	3.84572779	2.212291297	2.4798045	3.207928197	2.979560632	2.444859309
P1272	2.426412092	1.975399656	2.292728597	3.936341481	3.805754885	4.060494283	4.341884817	3.128639849	2.684090997
P1273	7.222195704	5.650416171	6.875481119	6.597444797	7.41285968	6.673552195	7.952131638	8.573516516	7.10631664
P1274	0.820127287	0.668067116	1.156059503	0.872609113	1.437442274	1.081611951	1.361780105	1.571335417	1.538473382
P1275	3.265950676	3.012815431	4.786226984	3.130049479	2.854706927	3.394780524	3.92513089	4.000179884	4.926286616
P1276	0.173261734	0.069538909	0.069376885	0.316483273	0.395310835	0.206473626	0.384293194	0.339441909	0.30678625
P1277	2.848687351	3.550799313	2.636221783	3.059227531	3.961349911	3.443471044	3.543380703	3.615002361	3.664498249
P1278	1.716547335	1.256202933	1.220867575	1.35455284	1.516731794	1.470121726	1.219970082	1.76866863	1.509623157
P1279	0.120970565	0.115648038	0.235264746	0.148918101	0.115840853	0.134839543	0.190351533	0.065705035	0.130108934
P1280	1.087350835	1.232183908	1.484760221	2.415478916	3.820674956	2.151881225	1.693792072	2.096238167	1.975441703
P1281	0.007094193	0.009835381	0.053227921	0.004131896	0.045921137	0.007566765	0.024973822	0.015679176	0.021067016
P1282	1.466587112	1.663812921	1.358223239	1.175614799	1.214436945	1.245389155	1.284667165	0.959166236	1.126198083
P1283	2.139618138	2.301677897	3.606366379	4.988922532	2.445612789	2.561785319	4.763126402	3.700672318	3.57153855
P1284	118.8544153	122.1667327	118.3376677	103.2641607	109.1964476	106.1508668	112.0942408	118.2560205	120.6262751
P1285	0.134645982	0.054984806	0.197807136	0.334982645	0.183119005	0.143618591	0.200545999	0.202812943	0.436525655
P1286	1.849005569	1.963218391	1.816560907	1.944760357	1.971865009	2.281077093	1.909798055	2.307692308	2.049155087
P1287	0.351726333	1.601717532	3.292624571	13.16077099	0.50540675	0.497473257	1.228122663	1.053717986	0.230686324
P1288	2.002704853	1.769692165	3.295537293	2.028949117	2.718436945	2.426226485	2.675243082	1.08661435	2.185418992
P1289	0.377088305	0.60295944	0.849037761	0.310878074	0.799772647	0.556593508	0.664622289	0.311874621	0.737287809
P1290	0.57557677	0.732804862	0.183944658	0.274854147	0.320298401	0.137974917	0.069045625	0.189856767	0.302051657
P1291	1.306284805	1.324772097	0.655154478	0.935086035	1.08522913	0.948081889	1.058713538	0.785330425	0.750471535
P1292	9.350835322	9.553970141	8.786643087	8.345764715	9.820817052	9.194854297	8.195961107	10.46005442	10.53350783
P1293	0.517048528	0.662253931	0.474253615	0.390709696	0.80801421	0.604546293	0.835901272	0.513142806	0.740059279
P1294	1.299681782	0.585519884	0.323957141	2.682372055	1.070934281	5.082810771	1.930067315	1.564409867	0.438026868
P1295	0.097621321	0.056493592	0.157345262	0.157048962	0.187680284	0.168692364	0.205287958	0.201382862	0.248277455
P1296	9.338106603	9.806579469	9.613856236	9.460896536	10.66273535	12.26669126	12.75243082	11.12787534	10.4898187
P1297	1.017820207	0.745646717	0.876604598	1.151096669	1.00521492	1.07156031	0.899850411	1.075214175	0.919993071
P1298	0.186563246	0.117328577	0.195293873	0.279905472	0.375474245	0.09732571	0.120560957	0.262406404	0.176309712
P1299	0.772402546	0.70955212	0.875065016	1.346207813	0.925783304	1.389339727	0.987584144	0.736604232	1.680934601
P1300	0.34743039	0.185913595	0.539956309	1.263717598	1.090230906	1.194946514	1.76118175	1.300496931	1.683244159
P1301	0.363579952	0.206006077	0.0270155	0.410966694	0.571737123	0.418471044	0.479349289	0.381220066	0.706012549
P1302	5.520922832	6.367816092	6.324560491	4.22804815	6.239431616	7.753780893	6.541660434	6.606030625	6.7315909
P1303	2.906921241	5.928920597	4.007489857	1.444132634	3.707850799	2.741054961	1.855422588	1.796235918	1.339485738
P1304	3.208194113	2.439239001	2.246541142	5.970977033	4.983587922	6.383437846	5.596484667	5.702336249	5.851456946
P1305	9.69928401	6.737217598	7.024862166	8.951332989	5.323623446	3.686093692	5.433133882	6.739145099	7.19812156
P1306	0.116650756	0.127583565	0.082313534	0.127774906	0.166905861	0.216469937	0.234128646	0.193591617	0.296373994
P1307	0.600731901	0.832263179	1.416560907	1.242375009	1.259012433	1.212375507	1.49723261	1.53041171	1.49561184
P1308	10.68575975	11.76245211	12.15541454	12.65785393	8.898046181	10.5671339	9.108451758	12.07474198	13.30901882
P1309	2.364518695	1.414400846	1.434703006	1.808655195	1.877513321	2.798782737	1.6131638	1.676028152	1.658608876
P1310	69.39538584	101.1018629	75.00260064	49.06063068	130.3474245	115.5385467	79.4315632	88.95734491	77.89560799
P1311	0.821718377	0.744827586	0.450244461	0.919799129	0.897719361	1.109092586	0.976664174	1.120050368	1.067439085
P1312	0.768663484	0.553785176	0.746551545	0.65272875	0.981158082	0.762679823	0.965744203	0.818136847	0.838831364
P1313	0.444463007	0.174287224	0.092922085	0.455608892	0.249705151	0.523773515	0.315385191	0.133265127	0.295623388
P1314	1.80071599	1.415352094	1.043815666	1.083967211	2.232326821	2.288454445	1.751234106	1.691160929	1.884599099
P1315	4.382020684	7.007002246	3.931967128	1.241784211	4.460248668	1.037163408	1.053627524	0.83329211	1.175815081
P1316	6.570485282	6.091161316	7.560386976	6.745218226	5.43062167	7.695407599	6.233657442	6.760056664	5.944031718
P1317	1.769769292	2.089021007	1.949068969	1.333579499	1.525968028	1.770379934	1.946372476	2.227868594	1.952346126
P1318	14.53699284	15.16184437	18.65577863	10.27472122	13.96134991	12.79970491	12.11742708	14.29226722	12.00854536
P1319	2.239379475	2.156612498	3.069801311	1.887452921	1.915595027	2.062154187	2.797531788	2.825534594	2.826128796
P1320	11.424821	9.448540098	10.06366379	11.69854516	10.82046181	12.04537071	10.27299925	9.264047849	16.75064475
P1321	0.547088305	0.465081252	0.505690211	0.606469242	0.803580817	0.842235338	0.926252805	0.984439997	0.928192001
P1322	0.185950676	0.198541419	0.171172371	0.128993427	0.132534281	0.081993729	0.093515333	0.188566096	0.223430463
P1323	0.34929992	0.857339147	1.00459794	0.649176575	0.588362345	0.713657322	0.631039641	0.38463787	0.290908041
P1324	0.678098648	0.897080196	0.678518673	0.730728897	1.424227353	1.338897086	0.89012715	6.960627797	3.089803303
P1325	4.49928401	6.214559387	5.428482264	2.396942619	5.533499112	4.151051273	3.086985789	3.261979178	3.338080758
P1326	0.128122514	0.065789404	0.121040258	0.13349088	0.194031972	0.131196975	0.17315632	0.156414004	0.207263559
P1327	1.779077168	2.812789008	2.271715385	1.563326195	0.869300178	1.750184434	1.724382947	0.548107841	0.72088995
P1328	1.07008751	0.483366363	0.636096952	0.486943357	0.693754885	0.699409812	0.684308153	0.607964383	0.736479464
P1329	1.985680191	0.98771304	1.557411838	1.547005391	1.345492007	1.605127259	2.259162304	1.837114654	2.084568305
P1330	2.245107399	1.442356982	2.378445855	2.242891958	1.18122913	2.490317226	1.984143605	2.309266296	2.78840602
P1331	0.231885442	0.214765491	0.21826693	0.120271767	0.146202487	0.117447436	0.173462977	0.205576417	0.188962239
P1332	6.825536993	7.50984278	7.372724436	4.474927996	4.094493783	3.47417927	6.810620793	6.465720774	6.248893337
P1333	23.53699284	30.3871053	25.04525122	12.22878665	27.97584369	23.91368499	17.74195961	19.55995773	15.86820124
P1334	0.653396977	0.705826397	0.656902112	0.844841592	0.681605684	0.732026927	0.392602842	0.665100173	0.737903691
P1335	2.118138425	1.66521337	1.348964943	1.44560963	1.112099467	2.489210623	2.101720269	1.658062195	1.394183764
P1336	1.519331742	1.816488308	1.774492874	1.76848091	1.785577265	2.029324972	1.791548242	1.59604704	1.246275838
P1337	33.77406523	34.63601533	39.82315614	26.91824828	36.12646536	24.28716341	29.86686612	31.07053718	33.58289388
P1338	3.938504375	3.492667459	4.041818371	5.573222066	5.313676732	5.719383991	5.663649963	4.435500191	6.497555718
P1339	0.260763723	0.41265689	0.389722251	0.120478547	0.616028419	0.261693102	0.283911743	0.639713984	0.248681627
P1340	0.236181384	0.122433611	0.173358993	0.115043202	0.153108348	0.116433051	0.193530292	0.276864614	0.259671273
P1341	3.923150358	2.727176642	2.878809945	3.935455284	3.353463588	4.63509775	3.360957367	2.802374474	3.173139844
P1342	0.258162291	0.337270445	0.312431083	0.152588435	0.137834458	0.288279233	0.121271503	0.085139298	0.092390007
P1343	0.495354018	0.60332937	0.607552273	0.609519238	0.806507993	1.03116931	1.100598355	0.60580577	0.530505408
P1344	0.079003978	0.053288413	0.065153438	0.341378037	0.078046181	0.189330505	0.307456993	0.348098846	0.552253743
P1345	4.245505171	3.566389219	3.081660252	4.870836718	4.758081705	5.083456289	4.283769634	3.672340521	4.607567651
P1346	0.276539379	0.850204783	0.516030376	0.49986707	0.927715808	0.78717263	0.970979806	0.797157826	1.079564263
P1347	0.814319809	1.174633373	0.778841153	0.463163725	0.999715808	0.836213574	1.080254301	1.723944865	1.621925401
P1348	0.432410501	0.178837363	0.099205243	0.083280408	0.086085968	2.165068241	0.074228123	0.10264655	0.133532853
P1349	30.32935561	23.2471925	22.03474462	35.29133742	24.15914742	28.8094799	29.95213164	25.69649001	20.18168521
P1350	0.449801114	0.707200423	0.517798814	0.436548261	0.623374778	0.681399852	0.415594615	0.273694152	0.376149967
P1351	0.383699284	0.194889682	0.054010195	0.173753785	0.219211368	0.102803394	0.194315632	0.225597554	0.141987759
P1352	0.330477327	0.269361871	0.350504525	0.479743003	0.517072824	0.319402435	0.222879581	0.455354934	0.389237461
P1353	0.13017502	0.304161712	0.15612816	0.436983975	0.474557726	0.485392844	0.29368736	0.573404088	0.551926556
P1354	31.75338107	47.64962346	52.33745969	203.2937006	42.46678508	85.76632239	78.09274495	83.71596249	53.83001655
P1355	57.44709626	95.2146915	91.38042234	58.68399675	60.28419183	53.22759129	56.51159312	50.30917635	37.87289734
P1356	1.737470167	1.452530057	1.804826797	2.101248061	1.069655417	2.204905939	1.011667913	1.768039035	0.937353247
P1357	7.294749403	6.543532831	7.836055342	7.85614061	7.594600355	9.368314275	8.680628272	7.840712342	8.925285808
P1358	18.33890215	20.55093143	24.33787579	17.65748468	19.9062167	17.25562523	19.32460733	19.90938322	18.64236499
P1359	20.30628481	24.62808825	20.13523354	21.25323093	22.72966252	31.96237551	22.6776365	24.53623547	24.38315563
P1360	15.15433572	21.71541815	18.57796734	13.69692046	16.87246892	8.264109185	17.11069559	14.16702269	13.43642942
P1361	9.334924423	8.179151803	8.08342869	10.74735987	7.814280639	12.98874954	7.577412117	8.075911227	8.323261096
P1362	13.0708035	17.67921786	16.96556746	9.521453364	20.19040853	16.22740686	12.34629768	11.34980775	12.56129951
P1363	1.167143994	2.504478795	1.480183085	0.320471162	2.407957371	1.2701955	1.31907255	4.404694983	5.612995111
P1364	1.177088305	1.175161844	1.023447415	1.026733624	1.967175844	2.913408336	1.110845176	0.725586311	1.833038223
P1365	3.854415274	2.228220373	2.42213669	3.217856879	3.835310835	3.661563999	3.56499626	3.092213253	3.37561107
P1366	1.065950676	1.624996697	2.030146676	0.719732664	0.959161634	0.609194024	1.310022438	1.039911857	1.481523538
P1367	0.63592681	0.781503501	0.771164049	1.085961155	0.692646536	0.704896717	0.928870606	0.821801992	0.527656954
P1368	2.909069212	2.945699564	9.398522834	2.097703272	0.764248668	0.663841756	0.738676141	1.634317451	0.275530236
P1369	0.698377088	1.304399524	1	6.291928218	0.447033748	2.150590188	1.662827225	2.359633935	1.205127218
P1370	8.542561655	9.253534152	8.282534068	9.762942176	11.35417407	11.30486905	10.78833209	8.598250624	8.29843335
P1371	1.297454256	0.570432025	1.08007906	0.709814637	1.169932504	1.384083364	0.924382947	0.861331594	0.829323685
P1372	20.74701671	19.86391862	42.07011339	26.61251015	14.51083481	14.52323866	13.96858639	13.64670699	9.352553986
P1373	2.520206842	1.015827718	1.29774264	0.537892327	0.134652931	0.950202877	0.706566941	0.3585996	0.031731398
P1374	60.85441527	65.83960893	68.26172891	13.30551658	33.92824156	11.31132423	31.79281975	31.59220201	19.5446322
P1375	0.339323787	0.09989959	0.1320982	0.092349162	0.1002373	0.114016968	0.326148093	0.140656128	0.275818931
P1376	0.212108194	0.276998282	0.246874025	0.156162765	0.099876377	0.158723718	0.188975318	0.201884289	0.247276647
P1377	89.00556881	137.9970934	134.2536149	114.6887231	144.2699822	128.1445961	105.78908	101.4165898	86.91443089
P1378	0.071245823	0.064954419	0.116142723	0.047405657	0.085861456	0.045894504	0.0876365	0.106639984	0.093444705
P1379	1.243675418	0.240147972	0.214001872	0.246835537	0.203680284	1.088989303	0.185504862	1.599374902	0.192314947
P1380	0.047402546	0.072627824	0.045935712	0.090746621	0.086823446	0.112928809	0.106903515	0.033053763	0.150479233
P1381	2.131026253	1.705879244	1.349651514	1.207444059	1.714671403	1.382976761	0.95250561	2.039574573	1.503098657
P1382	2.612967383	2.81754525	1.861000728	1.117642715	1.75928952	2.259774991	1.051308901	1.58406224	1.898033027
P1383	0.239276054	0.346492271	0.242629772	0.223284839	0.377264654	0.503900775	0.466955871	0.290580802	0.140919589
P1384	0.548162291	1.474276655	1.080328722	0.480385496	0.643310835	0.150359646	0.429491399	0.476423898	0.348723969
P1385	4.746062053	4.585810543	7.381670654	8.141200798	7.905932504	8.340372556	14.34554974	15.67198075	14.87874822
P1386	9.221957041	7.956665345	7.844793509	7.355734436	8.84348135	8.944116562	9.365744203	9.311267511	9.925516764
P1387	0.674614161	0.581899855	0.598231561	0.728040765	0.617591474	0.822316488	0.746043381	0.773233198	0.467608453
P1388	0.164287987	0.169731801	0.449037761	0.290488147	0.252248668	0.386748432	0.160022438	0.357970004	0.13906232
P1389	2.787907717	2.46743295	2.771247269	2.766413116	2.734920071	3.441442272	2.990800299	2.796753086	3.394087532
P1390	0.380357995	2.71317215	1.885946115	0.949708293	0.793122558	0.800387311	0.845100972	0.818586558	0.76328958
P1391	1.519331742	1.167763245	1.116924997	3.889668414	5.087602131	1.477775729	1.674195961	1.947811031	0.547981062
P1392	0.876610979	0.424521073	0.835410382	0.977401964	1.014579041	1.240778311	0.811593119	0.78611742	0.962931599
P1393	0.176491647	0.468727705	0.558660148	0.886862122	0.836049734	0.353070823	0.8223635	0.403390821	0.489587744
P1394	0.755346062	0.741815299	0.729345678	0.504312828	0.766564831	0.779398746	0.661570681	0.501607717	0.570884176
P1395	0.611805887	0.726568899	0.896307084	0.414851193	0.879204263	0.33040391	0.784068811	0.816135633	0.590168983
P1396	1.194749403	1.457471264	1.939040882	1.423085444	1.979111901	1.553485799	1.03605086	1.074876892	0.998094615
P1397	0.41052506	0.143974105	0.159423697	0.265297984	0.173484902	0.271864626	0.252528048	0.233085243	0.209438393
P1398	0.0816786	0.221965914	0.117291168	0.1648475	0.292248668	0.168360384	0.228257292	0.122220224	0.06767389
P1399	7.142004773	5.796010041	6.230313118	5.862270143	7.572717584	8.944577647	7.424756918	6.635036989	6.225605297
P1400	0.118130469	0.322922447	0.110739623	0.307828078	0.100883837	0.225175212	0.339798055	0.223940368	0.161613226
P1401	11.54494829	13.98282468	11.94861126	4.657780075	7.051936057	5.258391737	6.234031414	5.459941987	9.504407406
P1402	0.029354813	0.029084423	0.138965984	0.612938483	0.101968028	0.299621911	0.343762154	0.393767005	0.212575542
P1403	13.8106603	16.86642885	15.74804952	7.079683923	11.74451155	7.709793434	9.999252057	7.394374115	9.814273067
P1404	0.37211615	0.351750562	0.328908769	0.311587032	0.281776199	0.308917374	0.304540015	0.39176579	0.360926133
P1405	2.154256165	1.43915973	1.210215333	1.602614283	1.114657194	0.933050535	1.105086013	1.123310773	1.646425959
P1406	0.831424025	0.446611177	0.364235931	0.064991507	0.503829485	0.240842862	0.040890052	0.051453691	0.083860041
P1407	53.32378679	47.73417889	28.30125871	44.39406248	5.315950266	51.823128	186.8436799	207.928406	66.12841141
P1408	15.31742243	25.85202801	15.79694164	4.130123329	12.1078508	2.993637034	5.59723261	6.073347874	6.357250087
P1409	0.364494829	0.357405205	0.284510559	0.316313419	0.280227353	0.076629473	0.25078534	0.220859848	0.037378267
P1410	17.83452665	23.17717004	18.60501404	13.20803486	25.24618117	25.28956105	18.75617053	15.09859915	17.32976635
P1411	0.645163087	0.211710926	0.606824092	0.226017281	0.395651865	1.16331612	0.199685864	0.308231961	0.196312406
P1412	6.573508353	4.167789668	5.32508062	10.72668193	6.598507993	9.15824419	7.396260284	7.682189193	8.600985411
P1413	24.98727128	27.64433875	29.02319775	31.02134259	30.07033748	39.60623386	40.81600598	30.656803	33.04399707
P1414	0.1966428	0.169404149	0.175194008	0.130714127	0.2149627	0.134765769	0.236282723	0.290918085	0.197736633
P1415	0.914478918	0.515893777	1.596359097	0.538401891	0.640653641	0.605523792	0.929618549	0.79445956	0.577427923
P1416	0.604447096	0.477156824	0.43846874	0.299667676	0.328781528	0.293452601	0.518429319	0.542104198	0.542322645
P1417	0.074193317	0.071459902	0.137517944	0.172793738	0.132137833	0.140510882	0.127726253	0.095410699	0.125922861
P1418	6.852505967	8.999339411	10.60210132	4.181005834	1.392781528	3.245204722	14.50560957	14.79639332	9.309249779
P1419	1.052346858	2.816224072	2.921460522	1.677645669	1.626145648	1.813906308	2.146372476	2.415398107	1.820316409
P1420	0.285274463	0.253822169	0.567003017	0.49836792	0.298571936	0.425414976	1.155572177	0.685651969	0.264656068
P1421	0.952187749	0.944351962	0.81242068	0.859168451	1.006408526	0.785365179	0.707030666	1.183661997	1.308961084
